序号,商品编号,商品名称,价格,销量,产地
1052,26263997366,露华浓（Revlon） 天然植物护理系列洗发水 洗发露男女士 保湿免洗护发素 去屑控油,128.00,300+,-1
1053,11769142770,育发生发增发密发男女士通用 【适合油性头皮】育发防脱洗发液200ml,62.00,1200+,中国大陆
1054,11769142767,洗发液200ml,52.00,1200+,中国大陆
1055,11769142776,洗发液3盒装,139.00,1200+,中国大陆
1056,1593015336,海飞丝 去屑洗发露护根防掉发型750ml,65.90,200+,中国大陆
1057,1964961453,吕（Ryo） [买二免一]洗发水护发素套装 无硅油,58.00,1300+,-1
1058,1964767001,吕（Ryo） [买二免一]洗发水护发素套装 无硅油,133.00,1300+,-1
1059,1964948932,吕（Ryo） [买二免一]洗发水护发素套装 无硅油,135.00,1300+,-1
1060,15696869991,育发生发增发密发男女士通用 预防防脱洗发液80ml（中样装）,19.00,1200+,中国大陆
1061,11769142764,育发生发增发密发男女士通用 【适合白发脱发】首乌育发洗发液3盒装,139.00,1200+,中国大陆
1062,11769142769,育发生发增发密发男女士通用 【适合油性头皮】预防防脱洗发液3盒装,149.00,1200+,中国大陆
1063,11769142775,洗发液2盒装,96.00,1200+,中国大陆
1064,11769142763,育发生发增发密发男女士通用 【适合白发脱发】首乌育发洗护套装,88.00,1200+,中国大陆
1065,11769142768,洗护套装,88.00,1200+,中国大陆
1066,29942970288,卡诗（KERASTASE） 洗发水80ml 控油去屑止痒清洁毛囊 中小样  旅行装 防掉发 清爽蓬松 卡诗去屑净化洗发水80ml去屑止痒,78.00,200+,西班牙
1067,11262659280,育发液育发露头发护理增发密发养发毛囊营养液防脱 洗发液*1+育发露*1,148.00,1300+,中国
1068,11262659286,育发液育发露头发护理增发密发养发毛囊营养液防脱 防脱育发液50ML,108.00,1300+,中国
1069,11262659282,育发液育发露头发护理增发密发养发毛囊营养液防脱 乌发祛屑止痒洗发液430ML,68.00,1300+,中国
1070,11596001499,索芙特（softto） 索芙特防止脱养发洗发水600g/300g男女士控油滋养防掉发洗头膏 600g防惠装送润发乳+沐浴露,59.00,500+,中国大陆
1071,31331335345,美国箭牌（Mane 'n Tail） 草本滋润洗发水355ml 抚平毛躁防掉发 美国原装进口,59.00,3,-1
1072,34824688291,生姜洗发水头发姜医生姜汁变密变多增发密发男女士生發 300mL,296.00,0,中国
1073,1964777651,吕（Ryo） [买二免一]洗发水护发素套装 无硅油,59.00,1300+,-1
1074,33146104935,洗发水控油去屑滋润养头发护理老姜王姜汁增发固发无硅油洗发水女男 防掉发洗发露 清爽去屑洗发水1000ML,68.00,70+,广东
1075,30566895091,洗发水男女控油去屑止痒洗发露无硅油洗头膏套装 防脱育发+去屑止痒,218.00,600+,广州
1076,30990190046,微雕洗发露去屑止痒 护发素一支185ml,78.00,70+,中国
1077,29213175108,章光101瑞丝生发液育发液,156.00,6700+,中国
1078,25982860378,霸王（BAWANG） 脱防生发洗发水增发密发生发液套装生姜汁控油密发洗头膏包邮 女士防掉发洗护旅行套装,28.00,1万+,中国大陆
1079,10137232071,欧莱雅（LOREAL） 进口专家洗护油脂平衡洗发水500ml 去油洗发露 控油去屑止痒防掉发 无硅油 欧莱雅控油500ML,118.00,300+,西班牙
1080,1669117289,霸王（BAWANG） 洗发水男女士育发防脱洗发液生姜汁控油防掉发洗头水去屑止痒洗发露套装 去屑止痒洗发水1L,39.00,5700+,广东
1081,34321593710,增发液密 古方液 中医研制 60mL,153.80,2,0
1082,28666269912,洗发水增发密发液育发男士女士防掉发生姜无硅油国妆 何首乌防脱育发液50ML*1,78.00,100+,中国大陆
1083,11276816684,育发液露套装头发护理洗发水毛囊营养液精华液生增发密发养发液 洗发液*1+育发液*1,168.00,1000+,中国
1084,1573957551, 毛囊营养素,699.00,800+,中国
1085,1983806327,【西班牙进口】卡诗,1788.00,100+,西班牙
1086,31580192708,魅魔 防止脱生姜洗发水育头发增长液溢脂性脱发去屑控油老姜王姜汁防掉发护发密发增发生发洗头水 洗发水+生发酊【生发更容易】,188.00,500+,中国大陆
1087,30566895098,洗发水男女控油去屑止痒洗发露无硅油洗头膏套装 秀发护理霜（护发素）,98.00,600+,广州
1088,11880789038,滋源（seeyoung） 生姜强韧发质 防断洗发水 洗头水 强根健发洗发露 包邮 生姜强根健发洗头水535ml（中干性）,99.00,5200+,中国大陆
1089,16606412211,安利（Amway） 丝婷固源韧发洗发露280ml,65.00,100+,中国
1090,26263997367,露华浓（Revlon） 天然植物护理系列洗发水 洗发露男女士 保湿免洗护发素 去屑控油,128.00,300+,-1
1091,26263997370,露华浓（Revlon） 天然植物护理系列洗发水 洗发露男女士 保湿免洗护发素 去屑控油,268.00,300+,-1
1092,26263997371,露华浓（Revlon） 天然植物护理系列洗发水 洗发露男女士 保湿免洗护发素 去屑控油,268.00,300+,-1
1093,26263997378,露华浓（Revlon） 天然植物护理系列洗发水 洗发露男女士 保湿免洗护发素 去屑控油,268.00,300+,-1
1094,27553034109,露华浓（Revlon） 天然植物护理系列洗发水 洗发露男女士 保湿免洗护发素 去屑控油,268.00,300+,-1
1095,27553034106,露华浓（Revlon） 天然植物护理系列洗发水 洗发露男女士 保湿免洗护发素 去屑控油,268.00,300+,-1
1096,27553034107,露华浓（Revlon） 天然植物护理系列洗发水 洗发露男女士 保湿免洗护发素 去屑控油,268.00,300+,-1
1097,1184976809,美国原装进口 大正riup  男性,590.00,700+,日本
1098,1409290225,美国原装进口 大正riup男性,520.00,700+,日本
1099,10442943416,霸王（BAWANG） 洗发水男女士育发防脱洗发液生姜汁控油防掉发洗头水去屑止痒洗发露套装 防脱洗发水380ml,39.00,5700+,广东
1100,24115691186,生姜洗发水老姜王控油洗头膏老姜汁400ML,58.00,3,中国大陆
1101,33520506894,生发增发密发鬼剃头毛囊激活剂变密变多头发增长液 20mL,230.00,4,0
1102,31305472330,美国箭牌（Mane 'n Tail） 经典配方洗发水946ml 无硅控油防掉发 美国原装进口,129.00,0,-1
1103,29166128803,修正 【买二送一】生发液育发液,390.00,2.2万+,中国大陆
1104,1994126216,美国原装进口 大正RiUP 女士,360.00,700+,日本
1105,1994126218,美国原装进口 大正RiUP 女士,360.00,700+,日本
1106,22143084863,洗发露洗发水育发护发控油清爽修护毛囊男女快速脂溢性防掉发养发护发健发固发 防脱洗发水九盒/三周期,399.00,200+,中国大陆
1107,1669117290,霸王（BAWANG） 洗发水男女士育发防脱洗发液生姜汁控油防掉发洗头水去屑止痒洗发露套装 皂角去屑洗发水750ml,39.00,5700+,广东
1108,1956578011,Jason Natural 美国 健生 稀疏变浓密,110.00,600+,-1
1109,24813874512,宝龄升发密码 台湾直邮 洗发水男女士清爽去油控油强健发根无硅油洗发乳 养发液5％（育发再生,299.00,4,中国台湾
1110,33471366531,洗发水护发素套装350ml增发密发强韧毛囊控油纤弱控油去屑止痒 防脱护发素,159.00,0,日本
1111,34321593710,增发液密 古方液 中医研制 60mL,153.80,2,0
1112,28666269912,洗发水增发密发液育发男士女士防掉发生姜无硅油国妆 何首乌防脱育发液50ML*1,78.00,100+,中国大陆
1113,11276816684,育发液露套装头发护理洗发水毛囊营养液精华液生增发密发养发液 洗发液*1+育发液*1,168.00,1000+,中国
1114,1573957551, 毛囊营养素,699.00,800+,中国
1115,1983806327,【西班牙进口】卡诗,1788.00,100+,西班牙
1116,31580192708,魅魔 防止脱生姜洗发水育头发增长液溢脂性脱发去屑控油老姜王姜汁防掉发护发密发增发生发洗头水 洗发水+生发酊【生发更容易】,188.00,500+,中国大陆
1117,30566895098,洗发水男女控油去屑止痒洗发露无硅油洗头膏套装 秀发护理霜（护发素）,98.00,600+,广州
1118,11880789038,滋源（seeyoung） 生姜强韧发质 防断洗发水 洗头水 强根健发洗发露 包邮 生姜强根健发洗头水535ml（中干性）,99.00,5200+,中国大陆
1119,16606412211,安利（Amway） 丝婷固源韧发洗发露280ml,65.00,100+,中国
1120,26263997367,露华浓（Revlon） 天然植物护理系列洗发水 洗发露男女士 保湿免洗护发素 去屑控油,128.00,300+,-1
1121,26263997370,露华浓（Revlon） 天然植物护理系列洗发水 洗发露男女士 保湿免洗护发素 去屑控油,268.00,300+,-1
1122,26263997371,露华浓（Revlon） 天然植物护理系列洗发水 洗发露男女士 保湿免洗护发素 去屑控油,268.00,300+,-1
1123,26263997378,露华浓（Revlon） 天然植物护理系列洗发水 洗发露男女士 保湿免洗护发素 去屑控油,268.00,300+,-1
1124,27553034109,露华浓（Revlon） 天然植物护理系列洗发水 洗发露男女士 保湿免洗护发素 去屑控油,268.00,300+,-1
1125,27553034106,露华浓（Revlon） 天然植物护理系列洗发水 洗发露男女士 保湿免洗护发素 去屑控油,268.00,300+,-1
1126,27553034107,露华浓（Revlon） 天然植物护理系列洗发水 洗发露男女士 保湿免洗护发素 去屑控油,268.00,300+,-1
1127,1184976809,美国原装进口 大正riup  男性,590.00,700+,日本
1128,1409290225,美国原装进口 大正riup男性,520.00,700+,日本
1129,10442943416,霸王（BAWANG） 洗发水男女士育发防脱洗发液生姜汁控油防掉发洗头水去屑止痒洗发露套装 防脱洗发水380ml,39.00,5700+,广东
1130,24115691186,生姜洗发水老姜王控油洗头膏老姜汁400ML,58.00,3,中国大陆
1131,33520506894,生发增发密发鬼剃头毛囊激活剂变密变多头发增长液 20mL,230.00,4,0
1132,31305472330,美国箭牌（Mane 'n Tail） 经典配方洗发水946ml 无硅控油防掉发 美国原装进口,129.00,0,-1
1133,29166128803,修正 【买二送一】生发液育发液,390.00,2.2万+,中国大陆
1134,1994126216,美国原装进口 大正RiUP 女士,360.00,700+,日本
1135,1994126218,美国原装进口 大正RiUP 女士,360.00,700+,日本
1136,22143084863,洗发露洗发水育发护发控油清爽修护毛囊男女快速脂溢性防掉发养发护发健发固发 防脱洗发水九盒/三周期,399.00,200+,中国大陆
1137,1669117290,霸王（BAWANG） 洗发水男女士育发防脱洗发液生姜汁控油防掉发洗头水去屑止痒洗发露套装 皂角去屑洗发水750ml,39.00,5700+,广东
1138,1956578011,Jason Natural 美国 健生 稀疏变浓密,110.00,600+,-1
1139,24813874512,宝龄升发密码 台湾直邮 洗发水男女士清爽去油控油强健发根无硅油洗发乳 养发液5％（育发再生,299.00,4,中国台湾
1140,33471366531,洗发水护发素套装350ml增发密发强韧毛囊控油纤弱控油去屑止痒 防脱护发素,159.00,0,日本
1141,31950862850,无硅油洗发露去屑止痒洗头膏男士女士营养发膜护发素套装 发膜,88.00,100+,中国大陆
1142,31950862849,无硅油洗发露去屑止痒洗头膏男士女士营养发膜护发素套装 洗发水,108.00,100+,中国大陆
1143,10879401877, 洗护套装300ml+150ml,178.00,200+,中国
1144,10879401878, 单瓶洗发水300ml,108.00,200+,中国
1145,10879401876, 单瓶护发膜150ml,88.00,200+,中国
1146,11818764830,掉发密发 【保密邮寄】10mlx4,188.00,1,中国大陆
1147,30543987152,【西班牙进口】卡诗根源特护,558.00,70+,-1
1148,30543987153,【西班牙进口】卡诗根源特护,480.00,70+,-1
1149,30543987149,【西班牙进口】卡诗根源特护,358.00,70+,-1
1150,1992886617,ANGFA 昂法 丝凯露-D女士洗发水350ml 无硅油浓密发丝 滋养头皮强韧发 蓬松型,368.00,80+,日本
1151,1003939658,育发洗发水控油洁面清洁男,59.00,40+,中国
1152,34315907993,精华液6ml*42整盒装,1680.00,4,西班牙
1153,1022672605,发生增发密发头发增长液【买2送1/5送3/买10送6,110.00,50+,中国大陆
1154,34200881988,洗发水头发长快变密变多增发密发男女士育发增长液 防脱育发疗程装120ml*3+250ml防脱洗发水,1996.00,0,中国
1155,34099560885,乌发止痒,59.60,4,中国大陆
1156,36871277306,防止脱生姜洗发水控油去屑育新发头发增长液溢脂性脱发去油草本长发老姜王姜汁防掉发护发密发 350ml 3瓶5折 修护滋养 固发密发,384.00,5,中国
1157,29347306447,Bottega di LungaVita 葆缇嘉进口,428.00,10+,意大利
1158,23958577024,原装进口NIZORAL仁山利舒洗发水去屑止痒,205.00,10+,-1
1159,23958577023,原装进口NIZORAL仁山利舒洗发水去屑止痒,275.00,10+,-1
1160,30124132197,阿佩辛（Alpecin） 德国进口德国欧倍青咖啡因洗发水,85.00,5,-1
1161,22621797507,MARNA 美国进口NIOXIN俪康丝,198.00,10+,-1
1162,22621785000,MARNA 美国进口NIOXIN俪康丝,198.00,10+,-1
1163,22621797504,MARNA 美国进口NIOXIN俪康丝,198.00,10+,-1
1164,22621797505,MARNA 美国进口NIOXIN俪康丝,198.00,10+,-1
1165,22621797508,MARNA 美国进口NIOXIN俪康丝,379.00,10+,-1
1166,22621797502,MARNA 美国进口NIOXIN俪康丝,198.00,10+,-1
1167,22621797512,MARNA 美国进口NIOXIN俪康丝,379.00,10+,-1
1168,22621797513,MARNA 美国进口NIOXIN俪康丝,379.00,10+,-1
1169,22621797506,MARNA 美国进口NIOXIN俪康丝,198.00,10+,-1
1170,22621797511,MARNA 美国进口NIOXIN俪康丝,379.00,10+,-1
1171,31950862850,无硅油洗发露去屑止痒洗头膏男士女士营养发膜护发素套装 发膜,88.00,100+,中国大陆
1172,31950862849,无硅油洗发露去屑止痒洗头膏男士女士营养发膜护发素套装 洗发水,108.00,100+,中国大陆
1173,10879401877, 洗护套装300ml+150ml,178.00,200+,中国
1174,10879401878, 单瓶洗发水300ml,108.00,200+,中国
1175,10879401876, 单瓶护发膜150ml,88.00,200+,中国
1176,11818764830,掉发密发 【保密邮寄】10mlx4,188.00,1,中国大陆
1177,30543987152,【西班牙进口】卡诗根源特护,558.00,70+,-1
1178,30543987153,【西班牙进口】卡诗根源特护,480.00,70+,-1
1179,30543987149,【西班牙进口】卡诗根源特护,358.00,70+,-1
1180,1992886617,ANGFA 昂法 丝凯露-D女士洗发水350ml 无硅油浓密发丝 滋养头皮强韧发 蓬松型,368.00,80+,日本
1181,1003939658,育发洗发水控油洁面清洁男,59.00,40+,中国
1182,34315907993,精华液6ml*42整盒装,1680.00,4,西班牙
1183,1022672605,发生增发密发头发增长液【买2送1/5送3/买10送6,110.00,50+,中国大陆
1184,34200881988,洗发水头发长快变密变多增发密发男女士育发增长液 防脱育发疗程装120ml*3+250ml防脱洗发水,1996.00,0,中国
1185,34099560885,乌发止痒,59.60,4,中国大陆
1186,36871277306,防止脱生姜洗发水控油去屑育新发头发增长液溢脂性脱发去油草本长发老姜王姜汁防掉发护发密发 350ml 3瓶5折 修护滋养 固发密发,384.00,5,中国
1187,29347306447,Bottega di LungaVita 葆缇嘉进口,428.00,10+,意大利
1188,23958577024,原装进口NIZORAL仁山利舒洗发水去屑止痒,205.00,10+,-1
1189,23958577023,原装进口NIZORAL仁山利舒洗发水去屑止痒,275.00,10+,-1
1190,30124132197,阿佩辛（Alpecin） 德国进口德国欧倍青咖啡因洗发水,85.00,5,-1
1191,22621797507,MARNA 美国进口NIOXIN俪康丝,198.00,10+,-1
1192,22621785000,MARNA 美国进口NIOXIN俪康丝,198.00,10+,-1
1193,22621797504,MARNA 美国进口NIOXIN俪康丝,198.00,10+,-1
1194,22621797505,MARNA 美国进口NIOXIN俪康丝,198.00,10+,-1
1195,22621797508,MARNA 美国进口NIOXIN俪康丝,379.00,10+,-1
1196,22621797502,MARNA 美国进口NIOXIN俪康丝,198.00,10+,-1
1197,22621797512,MARNA 美国进口NIOXIN俪康丝,379.00,10+,-1
1198,22621797513,MARNA 美国进口NIOXIN俪康丝,379.00,10+,-1
1199,22621797506,MARNA 美国进口NIOXIN俪康丝,198.00,10+,-1
1200,22621797511,MARNA 美国进口NIOXIN俪康丝,379.00,10+,-1
1201,28102744146,生发增发密发防脱洗发水男女士 护发素500ml,79.90,40+,中国大陆
1202,30549497237,洗发水无硅油控油男女去屑止痒洗发露套装 防脱育发+清润劲爽,218.00,2,广州
1203,30549497239,洗发水无硅油控油男女去屑止痒洗发露套装 防脱育发+无硅净养,218.00,2,广州
